                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.64385,                 1.1608,                0.97415,                0.97031,                0.98232,                0.99033,                0.88024,                0.54099,                0.50653,                0.89039,              0.0002773,              0.0002773,              0.0002773
